,RK,PLAYER,TEAM,GP,PPG,3PM,3PA,total_3PM,total_3PA,3P%,2PM,2PA,2P%,PPS,FG%
1765,86,"Troy Cotton, G",GB,32,12.5,2.7,6,85,199,0.427,45,100.0,0.45,1.34,0.577
1766,87,"Garrett Callahan, G",SDST,33,15.8,2.4,6,79,185,0.427,84,184.0,0.457,1.41,0.549
1767,88,"Josh Olsen, G",UVU,25,11.2,1.5,4,38,89,0.427,56,114.0,0.491,1.37,0.557
1768,89,"Nate Tomlinson, G",COLO,28,7.4,1.3,3,35,82,0.427,36,72.0,0.5,1.34,0.575
1769,90,"Ben Woodside, G",NDSU,32,22.8,2.0,5,64,150,0.427,157,331.0,0.474,1.52,0.526
1770,91,"B.J. Raymond, G-F",XAV,32,14.1,2.4,6,78,183,0.426,74,141.0,0.525,1.39,0.59
1771,92,"Jay Tunnell, F-C",INST,32,12.5,1.5,4,49,115,0.426,84,155.0,0.542,1.49,0.583
1772,93,"Dan Mavraides, G",PRIN,27,10.3,1.7,4,46,108,0.426,43,113.0,0.381,1.26,0.507
1773,94,"Jamar Abrams, G-F",ECU,30,10.0,1.4,3,43,101,0.426,65,117.0,0.556,1.38,0.594
1774,95,"Javon Borum, G",UCRV,29,9.7,1.5,3,43,101,0.426,42,102.0,0.412,1.38,0.525
1775,96,"Jimmy Langhurst, G",RMU,34,10.0,1.9,4,63,148,0.426,41,79.0,0.519,1.49,0.597
1776,97,"B.J. Holmes, G",TAMU,32,8.8,1.8,4,57,134,0.425,20,75.0,0.267,1.35,0.505
1777,98,"Tommy Freeman, F",OHIO,32,7.4,1.7,4,54,127,0.425,15,41.0,0.366,1.42,0.571
1778,99,"Josh Parker, G",DRKE,32,10.6,1.7,4,54,127,0.425,57,119.0,0.479,1.38,0.561
1779,100,"Lehmon Colbert, F",JAC,31,11.8,1.1,3,34,80,0.425,94,202.0,0.465,1.3,0.514
1780,1,"Travis Bledsoe, G",UND,7,9.7,2.4,4,17,29,0.586,4,11.0,0.364,1.7,0.738
1781,2,"T.J. Campbell, G",PORT,31,11.0,2.4,4,73,134,0.545,43,97.0,0.443,1.48,0.66
1782,3,"Jesse Becker, G",SDAK,3,17.0,4.3,8,13,24,0.542,4,8.0,0.5,1.59,0.734
1783,4,"Michael Roll, G",UCLA,33,6.8,1.5,3,48,94,0.511,34,71.0,0.479,1.36,0.642
1784,5,"Brett Lauer, G",UCI,31,8.5,2.0,4,63,125,0.504,17,36.0,0.472,1.65,0.693
1785,6,"Theo Robertson, F",CAL,32,12.8,1.7,3,54,110,0.491,98,201.0,0.488,1.32,0.576
1786,7,"Booker Woodfox, G",CREI,32,15.9,2.7,6,86,176,0.489,79,159.0,0.497,1.52,0.621
1787,8,"Ben Drayton III, G",GASO,30,11.8,1.4,3,43,88,0.489,77,165.0,0.467,1.4,0.559
1788,9,"Jesse LoBue, F",UCRV,30,4.8,1.0,2,31,64,0.484,19,50.0,0.38,1.25,0.575
1789,10,"Mike Rose, F",EKY,31,20.0,3.2,7,99,206,0.481,109,235.0,0.464,1.4,0.584
1790,11,"Evaldas Baniulis, F",SC,30,6.5,1.6,3,47,98,0.48,19,39.0,0.487,1.42,0.653
1791,12,"Ceola Clark III, G",WIU,29,7.7,1.1,2,31,65,0.477,44,80.0,0.55,1.54,0.624
1792,13,"Rickey Claitt, G",ORST,30,6.8,1.0,2,29,61,0.475,46,69.0,0.667,1.58,0.688
1793,14,"Nick Daniels, G",IPFW,30,8.4,1.5,3,45,95,0.474,41,95.0,0.432,1.32,0.571
1794,15,"Brad Redford, G",XAV,32,5.4,1.6,3,51,108,0.472,3,9.0,0.333,1.49,0.679
1795,16,"Justin Robinson, G",RID,29,10.5,1.3,3,37,79,0.468,69,180.0,0.383,1.17,0.481
1796,17,"Jerome Randle, G",CAL,32,18.4,2.5,5,80,171,0.468,105,199.0,0.528,1.59,0.608
1797,18,"Ty Lawson, G",UNC,30,15.9,1.4,3,42,90,0.467,112,196.0,0.571,1.67,0.612
1798,19,"Andrew Hooper, F",DEN,28,9.2,2.2,5,62,133,0.466,20,35.0,0.571,1.54,0.673
1799,20,"Stanley Pringle, G",PSU,32,12.9,2.0,4,65,140,0.464,83,185.0,0.449,1.27,0.555
1800,21,"Kaleb Korver, G",CREI,33,3.8,1.2,2,38,82,0.463,2,8.0,0.25,1.39,0.656
1801,22,"Jared Stohl, G",PORT,31,11.3,2.8,6,88,190,0.463,24,44.0,0.545,1.5,0.667
1802,23,"Ryan Tillema, G",GB,25,17.5,2.9,6,73,158,0.462,63,129.0,0.488,1.53,0.601
1803,24,"Dominic Waters, G",PRST,32,11.5,1.9,4,60,130,0.462,61,131.0,0.466,1.41,0.579
1804,25,"Lawrence Gilbert, F",ULM,24,10.9,1.8,4,44,96,0.458,36,95.0,0.379,1.37,0.534
1805,26,"Michael Tveidt, F",NDSU,32,9.7,1.2,3,38,83,0.458,89,141.0,0.631,1.39,0.652
1806,27,"Sean Smith, G",UNCA,31,10.8,2.4,5,74,162,0.457,33,105.0,0.314,1.25,0.539
1807,28,"Jimmy Baron, G",URI,32,17.1,3.4,8,110,241,0.456,76,159.0,0.478,1.37,0.603
1808,29,"Chris Martin, G",WAG,30,6.1,1.5,3,46,101,0.455,16,42.0,0.381,1.29,0.594
1809,30,"Jack McClinton, G",MIA,30,19.3,3.0,7,91,200,0.455,95,212.0,0.448,1.41,0.562
1810,31,"Andrew Beinert, G",HC,32,8.5,1.5,3,49,108,0.454,50,115.0,0.435,1.22,0.554
1811,32,"Zach Urbanus, G",CIT,32,10.0,2.3,5,73,161,0.453,31,72.0,0.431,1.38,0.603
1812,33,"Isaac Sosa, G",UCF,31,8.2,1.8,4,57,126,0.452,32,70.0,0.457,1.3,0.599
1813,34,"Kevin Dillard, G",SIU,31,12.2,1.8,4,57,126,0.452,71,164.0,0.433,1.3,0.54
1814,35,"Ryan Staudacher, G",MONT,29,7.8,1.9,4,56,124,0.452,26,56.0,0.464,1.25,0.611
1815,36,"Michael Lusk, G",LIP,31,8.6,1.3,3,41,91,0.451,40,81.0,0.494,1.55,0.59
1816,37,"Jeremy Green, G",STAN,31,6.0,1.3,3,41,91,0.451,21,60.0,0.35,1.23,0.546
1817,38,"Chris Wroblewski, G",COR,30,6.7,1.3,3,40,89,0.449,26,61.0,0.426,1.33,0.573
1818,39,"Zach Plackemeier, G",IPFW,30,7.7,1.2,3,35,78,0.449,36,92.0,0.391,1.35,0.521
1819,40,"Matt Bouldin, G",GONZ,31,13.7,1.7,4,52,116,0.448,92,169.0,0.544,1.49,0.596
1820,41,"Travis Bledsoe, G",UND,7,9.7,2.4,4,17,29,0.586,4,11.0,0.364,1.7,0.738
1821,42,"T.J. Campbell, G",PORT,31,11.0,2.4,4,73,134,0.545,43,97.0,0.443,1.48,0.66
1822,43,"Jesse Becker, G",SDAK,3,17.0,4.3,8,13,24,0.542,4,8.0,0.5,1.59,0.734
1823,44,"Michael Roll, G",UCLA,33,6.8,1.5,3,48,94,0.511,34,71.0,0.479,1.36,0.642
1824,45,"Brett Lauer, G",UCI,31,8.5,2.0,4,63,125,0.504,17,36.0,0.472,1.65,0.693
1825,46,"Theo Robertson, F",CAL,32,12.8,1.7,3,54,110,0.491,98,201.0,0.488,1.32,0.576
1826,47,"Booker Woodfox, G",CREI,32,15.9,2.7,6,86,176,0.489,79,159.0,0.497,1.52,0.621
1827,48,"Ben Drayton III, G",GASO,30,11.8,1.4,3,43,88,0.489,77,165.0,0.467,1.4,0.559
1828,49,"Jesse LoBue, F",UCRV,30,4.8,1.0,2,31,64,0.484,19,50.0,0.38,1.25,0.575
1829,50,"Mike Rose, F",EKY,31,20.0,3.2,7,99,206,0.481,109,235.0,0.464,1.4,0.584
1830,51,"Evaldas Baniulis, F",SC,30,6.5,1.6,3,47,98,0.48,19,39.0,0.487,1.42,0.653
1831,52,"Ceola Clark III, G",WIU,29,7.7,1.1,2,31,65,0.477,44,80.0,0.55,1.54,0.624
1832,53,"Rickey Claitt, G",ORST,30,6.8,1.0,2,29,61,0.475,46,69.0,0.667,1.58,0.688
1833,54,"Nick Daniels, G",IPFW,30,8.4,1.5,3,45,95,0.474,41,95.0,0.432,1.32,0.571
1834,55,"Brad Redford, G",XAV,32,5.4,1.6,3,51,108,0.472,3,9.0,0.333,1.49,0.679
1835,56,"Justin Robinson, G",RID,29,10.5,1.3,3,37,79,0.468,69,180.0,0.383,1.17,0.481
1836,57,"Jerome Randle, G",CAL,32,18.4,2.5,5,80,171,0.468,105,199.0,0.528,1.59,0.608
1837,58,"Ty Lawson, G",UNC,30,15.9,1.4,3,42,90,0.467,112,196.0,0.571,1.67,0.612
1838,59,"Andrew Hooper, F",DEN,28,9.2,2.2,5,62,133,0.466,20,35.0,0.571,1.54,0.673
1839,60,"Stanley Pringle, G",PSU,32,12.9,2.0,4,65,140,0.464,83,185.0,0.449,1.27,0.555
1840,61,"Kaleb Korver, G",CREI,33,3.8,1.2,2,38,82,0.463,2,8.0,0.25,1.39,0.656
1841,62,"Jared Stohl, G",PORT,31,11.3,2.8,6,88,190,0.463,24,44.0,0.545,1.5,0.667
1842,63,"Ryan Tillema, G",GB,25,17.5,2.9,6,73,158,0.462,63,129.0,0.488,1.53,0.601
1843,64,"Dominic Waters, G",PRST,32,11.5,1.9,4,60,130,0.462,61,131.0,0.466,1.41,0.579
1844,65,"Lawrence Gilbert, F",ULM,24,10.9,1.8,4,44,96,0.458,36,95.0,0.379,1.37,0.534
1845,66,"Michael Tveidt, F",NDSU,32,9.7,1.2,3,38,83,0.458,89,141.0,0.631,1.39,0.652
1846,67,"Sean Smith, G",UNCA,31,10.8,2.4,5,74,162,0.457,33,105.0,0.314,1.25,0.539
1847,68,"Jimmy Baron, G",URI,32,17.1,3.4,8,110,241,0.456,76,159.0,0.478,1.37,0.603
1848,69,"Chris Martin, G",WAG,30,6.1,1.5,3,46,101,0.455,16,42.0,0.381,1.29,0.594
1849,70,"Jack McClinton, G",MIA,30,19.3,3.0,7,91,200,0.455,95,212.0,0.448,1.41,0.562
1850,71,"Andrew Beinert, G",HC,32,8.5,1.5,3,49,108,0.454,50,115.0,0.435,1.22,0.554
1851,72,"Zach Urbanus, G",CIT,32,10.0,2.3,5,73,161,0.453,31,72.0,0.431,1.38,0.603
1852,73,"Isaac Sosa, G",UCF,31,8.2,1.8,4,57,126,0.452,32,70.0,0.457,1.3,0.599
1853,74,"Kevin Dillard, G",SIU,31,12.2,1.8,4,57,126,0.452,71,164.0,0.433,1.3,0.54
1854,75,"Ryan Staudacher, G",MONT,29,7.8,1.9,4,56,124,0.452,26,56.0,0.464,1.25,0.611
1855,76,"Michael Lusk, G",LIP,31,8.6,1.3,3,41,91,0.451,40,81.0,0.494,1.55,0.59
1856,77,"Jeremy Green, G",STAN,31,6.0,1.3,3,41,91,0.451,21,60.0,0.35,1.23,0.546
1857,78,"Chris Wroblewski, G",COR,30,6.7,1.3,3,40,89,0.449,26,61.0,0.426,1.33,0.573
1858,79,"Zach Plackemeier, G",IPFW,30,7.7,1.2,3,35,78,0.449,36,92.0,0.391,1.35,0.521
1859,80,"Matt Bouldin, G",GONZ,31,13.7,1.7,4,52,116,0.448,92,169.0,0.544,1.49,0.596
1860,81,"Travis Bledsoe, G",UND,7,9.7,2.4,4,17,29,0.586,4,11.0,0.364,1.7,0.738
1861,82,"T.J. Campbell, G",PORT,31,11.0,2.4,4,73,134,0.545,43,97.0,0.443,1.48,0.66
1862,83,"Jesse Becker, G",SDAK,3,17.0,4.3,8,13,24,0.542,4,8.0,0.5,1.59,0.734
1863,84,"Michael Roll, G",UCLA,33,6.8,1.5,3,48,94,0.511,34,71.0,0.479,1.36,0.642
1864,85,"Brett Lauer, G",UCI,31,8.5,2.0,4,63,125,0.504,17,36.0,0.472,1.65,0.693
1865,86,"Theo Robertson, F",CAL,32,12.8,1.7,3,54,110,0.491,98,201.0,0.488,1.32,0.576
1866,87,"Booker Woodfox, G",CREI,32,15.9,2.7,6,86,176,0.489,79,159.0,0.497,1.52,0.621
1867,88,"Ben Drayton III, G",GASO,30,11.8,1.4,3,43,88,0.489,77,165.0,0.467,1.4,0.559
1868,89,"Jesse LoBue, F",UCRV,30,4.8,1.0,2,31,64,0.484,19,50.0,0.38,1.25,0.575
1869,90,"Mike Rose, F",EKY,31,20.0,3.2,7,99,206,0.481,109,235.0,0.464,1.4,0.584
1870,91,"Evaldas Baniulis, F",SC,30,6.5,1.6,3,47,98,0.48,19,39.0,0.487,1.42,0.653
1871,92,"Ceola Clark III, G",WIU,29,7.7,1.1,2,31,65,0.477,44,80.0,0.55,1.54,0.624
1872,93,"Rickey Claitt, G",ORST,30,6.8,1.0,2,29,61,0.475,46,69.0,0.667,1.58,0.688
1873,94,"Nick Daniels, G",IPFW,30,8.4,1.5,3,45,95,0.474,41,95.0,0.432,1.32,0.571
1874,95,"Brad Redford, G",XAV,32,5.4,1.6,3,51,108,0.472,3,9.0,0.333,1.49,0.679
1875,96,"Justin Robinson, G",RID,29,10.5,1.3,3,37,79,0.468,69,180.0,0.383,1.17,0.481
1876,97,"Jerome Randle, G",CAL,32,18.4,2.5,5,80,171,0.468,105,199.0,0.528,1.59,0.608
1877,98,"Ty Lawson, G",UNC,30,15.9,1.4,3,42,90,0.467,112,196.0,0.571,1.67,0.612
1878,99,"Andrew Hooper, F",DEN,28,9.2,2.2,5,62,133,0.466,20,35.0,0.571,1.54,0.673
1879,100,"Stanley Pringle, G",PSU,32,12.9,2.0,4,65,140,0.464,83,185.0,0.449,1.27,0.555
1880,101,"Kaleb Korver, G",CREI,33,3.8,1.2,2,38,82,0.463,2,8.0,0.25,1.39,0.656
1881,102,"Jared Stohl, G",PORT,31,11.3,2.8,6,88,190,0.463,24,44.0,0.545,1.5,0.667
1882,103,"Ryan Tillema, G",GB,25,17.5,2.9,6,73,158,0.462,63,129.0,0.488,1.53,0.601
1883,104,"Dominic Waters, G",PRST,32,11.5,1.9,4,60,130,0.462,61,131.0,0.466,1.41,0.579
1884,105,"Lawrence Gilbert, F",ULM,24,10.9,1.8,4,44,96,0.458,36,95.0,0.379,1.37,0.534
1885,106,"Michael Tveidt, F",NDSU,32,9.7,1.2,3,38,83,0.458,89,141.0,0.631,1.39,0.652
1886,107,"Sean Smith, G",UNCA,31,10.8,2.4,5,74,162,0.457,33,105.0,0.314,1.25,0.539
1887,108,"Jimmy Baron, G",URI,32,17.1,3.4,8,110,241,0.456,76,159.0,0.478,1.37,0.603
1888,109,"Chris Martin, G",WAG,30,6.1,1.5,3,46,101,0.455,16,42.0,0.381,1.29,0.594
1889,110,"Jack McClinton, G",MIA,30,19.3,3.0,7,91,200,0.455,95,212.0,0.448,1.41,0.562
1890,111,"Andrew Beinert, G",HC,32,8.5,1.5,3,49,108,0.454,50,115.0,0.435,1.22,0.554
1891,112,"Zach Urbanus, G",CIT,32,10.0,2.3,5,73,161,0.453,31,72.0,0.431,1.38,0.603
1892,113,"Isaac Sosa, G",UCF,31,8.2,1.8,4,57,126,0.452,32,70.0,0.457,1.3,0.599
1893,114,"Kevin Dillard, G",SIU,31,12.2,1.8,4,57,126,0.452,71,164.0,0.433,1.3,0.54
1894,115,"Ryan Staudacher, G",MONT,29,7.8,1.9,4,56,124,0.452,26,56.0,0.464,1.25,0.611
1895,116,"Michael Lusk, G",LIP,31,8.6,1.3,3,41,91,0.451,40,81.0,0.494,1.55,0.59
1896,117,"Jeremy Green, G",STAN,31,6.0,1.3,3,41,91,0.451,21,60.0,0.35,1.23,0.546
1897,118,"Chris Wroblewski, G",COR,30,6.7,1.3,3,40,89,0.449,26,61.0,0.426,1.33,0.573
1898,119,"Zach Plackemeier, G",IPFW,30,7.7,1.2,3,35,78,0.449,36,92.0,0.391,1.35,0.521
1899,120,"Matt Bouldin, G",GONZ,31,13.7,1.7,4,52,116,0.448,92,169.0,0.544,1.49,0.596
1900,1,"Mickey McConnell, G",SMC,31,13.7,2.2,4,67,130,0.515,78,152.0,0.513,1.51,0.633
1901,2,"Ricky Davison, G",UALR,28,5.8,1.3,3,36,70,0.514,13,48.0,0.271,1.37,0.568
1902,3,"Brian Green, G",USU,33,7.6,1.6,3,52,104,0.5,37,83.0,0.446,1.34,0.615
1903,4,"Chase Hallam, G",DEN,32,10.1,1.4,3,45,91,0.495,67,121.0,0.554,1.53,0.634
1904,5,"Angelo Caloiaro, F",SF,30,8.9,1.8,4,55,112,0.491,31,61.0,0.508,1.55,0.656
1905,6,"Colby Wohlleb, G",GASO,27,8.1,2.2,5,60,123,0.488,10,27.0,0.37,1.45,0.667
1906,7,"Jon Jaques, F",COR,28,6.9,1.4,3,39,80,0.488,29,49.0,0.592,1.5,0.678
1907,8,"Ray Kraemer, G",NEV,32,6.2,1.8,4,57,117,0.487,11,20.0,0.55,1.45,0.704
1908,9,"Carlos Strong, G",BU,32,10.1,1.6,3,52,107,0.486,51,113.0,0.451,1.46,0.586
1909,10,"Maurice Acker, G",MARQ,33,8.5,1.5,3,48,100,0.48,50,121.0,0.413,1.28,0.552
1910,11,"John Jenkins, G",VAN,30,10.9,2.3,5,70,146,0.479,35,78.0,0.449,1.46,0.625
1911,12,"Jared Stohl, G",PORT,31,11.5,3.1,6,95,199,0.477,20,50.0,0.4,1.44,0.653
1912,13,"Darius Johnson-Odom, G",MARQ,33,12.8,2.2,5,72,152,0.474,74,174.0,0.425,1.3,0.558
1913,14,"Blake Hoffarber, G",MINN,34,10.1,2.4,5,83,176,0.472,34,57.0,0.596,1.48,0.68
1914,15,"Matt Dorr, G",USD,31,5.7,1.4,3,44,94,0.468,16,42.0,0.381,1.31,0.603
1915,16,"Anthony Allison, G",SEMO,30,10.1,1.2,3,36,77,0.468,68,190.0,0.358,1.13,0.457
1916,17,"Tommy Freeman, F",OHIO,35,10.1,2.4,5,84,180,0.467,19,41.0,0.463,1.6,0.656
1917,18,"Jim Mower, G",LAF,32,13.8,2.9,6,92,198,0.465,57,136.0,0.419,1.32,0.584
1918,19,"James Nunnally, G",UCSB,28,15.0,1.6,4,46,99,0.465,85,183.0,0.464,1.49,0.546
1919,20,"Anthony Johnson, G",MONT,31,19.6,1.5,3,45,97,0.464,138,265.0,0.521,1.68,0.568
1920,21,"Tyrel Reed, G",KU,34,4.9,1.1,2,38,82,0.463,18,32.0,0.563,1.45,0.658
1921,22,"Michael Culpo, G",LIU,31,7.7,2.0,4,62,134,0.463,19,55.0,0.345,1.26,0.593
1922,23,"Ryan Staudacher, G",MONT,31,8.6,2.2,5,68,147,0.463,24,52.0,0.462,1.35,0.633
1923,24,"Garrett Leffelman, G",BRWN,31,7.5,1.2,3,37,80,0.463,45,71.0,0.634,1.53,0.666
1924,25,"Juan Fernandez, G",TEM,33,12.6,2.2,5,71,154,0.461,71,181.0,0.392,1.24,0.53
1925,26,"Aaron Thompson, F",CSF,31,11.2,1.5,3,47,102,0.461,70,137.0,0.511,1.45,0.588
1926,27,"Geoff Reeves, G",COR,31,5.4,1.3,3,39,85,0.459,19,32.0,0.594,1.44,0.662
1927,28,"Isaiah Canaan, G",MURR,34,10.3,1.4,3,48,105,0.457,65,124.0,0.524,1.53,0.598
1928,29,"Ben Botts, G",IPFW,31,11.0,2.0,4,63,138,0.457,48,130.0,0.369,1.27,0.532
1929,30,"Chris Wroblewski, G",COR,31,8.9,1.6,4,51,112,0.455,36,88.0,0.409,1.39,0.563
1930,31,"Kyle Odister, G",CP,31,7.8,1.5,3,45,99,0.455,40,101.0,0.396,1.22,0.538
1931,32,"Dave Buchberger, G",LEH,31,6.2,1.2,3,38,84,0.452,27,51.0,0.529,1.42,0.622
1932,33,"Mike Evanovich, F",FAIR,32,6.9,1.7,4,55,122,0.451,18,41.0,0.439,1.36,0.617
1933,34,"Dwight Thorne II, G",COLO,30,7.5,1.1,2,32,71,0.451,34,75.0,0.453,1.53,0.562
1934,35,"Eric Hayes, G",MD,31,11.1,1.9,4,59,131,0.45,61,109.0,0.56,1.43,0.623
1935,36,"Austin Freeman, G",GTWN,32,16.7,1.8,4,58,129,0.45,139,243.0,0.572,1.44,0.608
1936,37,"Niko Scott, G",CLMB,28,9.3,1.8,4,49,109,0.45,33,75.0,0.44,1.41,0.579
1937,38,"Rudy Meo, G",UCRV,25,5.2,1.0,2,26,58,0.448,14,32.0,0.438,1.43,0.589
1938,39,"Jimmer Fredette, G",BYU,32,21.7,2.3,5,73,163,0.448,134,289.0,0.464,1.53,0.539
1939,40,"Justin Robinson, G",RID,33,13.3,1.9,4,64,143,0.448,82,203.0,0.404,1.27,0.514
1940,41,"Devin Brown, G",HC,30,12.5,2.1,5,64,143,0.448,49,112.0,0.438,1.47,0.569
1941,42,"Michael Vogler, G",TROY,32,11.9,1.1,2,34,76,0.447,107,209.0,0.512,1.33,0.554
1942,43,"Noruwa Agho, G",CLMB,28,16.3,2.1,5,58,130,0.446,93,225.0,0.413,1.28,0.507
1943,44,"Frank Davis, G",TNTC,32,13.4,2.8,6,88,198,0.444,44,95.0,0.463,1.46,0.601
1944,45,"Trent Hutchin, G",SELA,31,10.7,2.5,6,76,171,0.444,37,81.0,0.457,1.32,0.599
1945,46,"Devon Beitzel, G",UNCO,26,14.3,2.6,6,68,153,0.444,57,101.0,0.564,1.47,0.626
1946,47,"Adam Templeton, G-F",DRKE,33,9.8,1.7,4,56,126,0.444,56,110.0,0.509,1.37,0.593
1947,48,"Theo Robertson, F",CAL,27,14.1,1.6,4,44,99,0.444,80,152.0,0.526,1.52,0.582
1948,49,"Hiram Thompson, G",HAW,29,9.2,1.5,3,44,99,0.444,35,90.0,0.389,1.42,0.534
1949,50,"Travis Bledsoe, G",UND,25,15.5,2.3,5,58,131,0.443,60,105.0,0.571,1.64,0.623
1950,51,"Papa Oppong, G",EKY,32,11.0,1.8,4,58,131,0.443,74,145.0,0.51,1.27,0.583
1951,52,"Karon Abraham, G",RMU,34,13.4,2.4,5,80,181,0.442,46,113.0,0.407,1.54,0.565
1952,53,"Will Holland, G-F",MSM,24,8.8,2.0,5,49,111,0.441,20,56.0,0.357,1.26,0.56
1953,54,"Wesley Channels, G",PEAY,32,16.9,2.2,5,71,161,0.441,101,255.0,0.396,1.3,0.499
1954,55,"Tim Abromaitis, F",ND,34,16.3,2.4,5,81,184,0.44,98,175.0,0.56,1.55,0.611
1955,56,"Randy Davis, G",BALL,30,10.3,1.5,3,44,100,0.44,36,85.0,0.424,1.66,0.551
1956,57,"Danny Piepoli, F",MTST,29,7.5,1.6,4,47,107,0.439,23,41.0,0.561,1.47,0.632
1957,58,"Dewayne Jackson, F",MORG,36,10.1,1.5,3,54,123,0.439,70,155.0,0.452,1.31,0.543
1958,59,"Jared Quayle, G",USU,34,12.5,2.0,5,68,155,0.439,69,172.0,0.401,1.3,0.523
1959,60,"Jacquan Nobles, G",TNST,32,11.2,2.1,5,68,155,0.439,58,129.0,0.45,1.26,0.563
1960,61,"Jordan Burgason, G",LIP,29,12.8,3.3,8,96,219,0.438,21,53.0,0.396,1.37,0.607
1961,62,"Aaron Carter, G",INST,30,7.0,0.9,2,27,62,0.435,31,64.0,0.484,1.67,0.567
1962,63,"Jamelle Horne, F",ARIZ,30,9.4,1.7,4,50,115,0.435,53,115.0,0.461,1.23,0.557
1963,64,"Jeff Jones, G",UVA,31,7.3,1.3,3,40,92,0.435,31,74.0,0.419,1.37,0.548
1964,65,"Eshaunte Jones, G-F",NEB,29,6.0,1.4,3,40,92,0.435,21,51.0,0.412,1.21,0.566
1965,66,"Zach Hahn, G",BUT,32,5.3,1.3,3,43,99,0.434,14,27.0,0.519,1.35,0.623
1966,67,"Mike Black, G",ALBY,31,7.2,1.1,2,33,76,0.434,36,95.0,0.379,1.3,0.5
1967,68,"Jake Thomas, G",SDAK,31,13.1,2.7,6,85,196,0.434,29,79.0,0.367,1.48,0.569
1968,69,"Obi Muonelo, G",OKST,32,13.4,2.4,6,78,180,0.433,66,151.0,0.437,1.3,0.553
1969,70,"Mac Peterson, G",SJSU,31,9.9,2.2,5,68,157,0.433,23,56.0,0.411,1.44,0.587
1970,71,"Wil Peters, G",TNST,32,9.6,1.3,3,42,97,0.433,56,149.0,0.376,1.25,0.484
1971,72,"Michael Taylor, G-F",MONT,28,4.3,1.0,2,29,67,0.433,14,23.0,0.609,1.34,0.639
1972,73,"Nate Tomlinson, G",COLO,31,5.3,0.9,2,29,67,0.433,20,39.0,0.513,1.55,0.599
1973,74,"Michael Williams, G",SF,26,5.5,1.1,3,29,67,0.433,22,49.0,0.449,1.23,0.565
1974,75,"Andrew Beinert, G",HC,31,10.5,2.0,5,61,141,0.433,39,107.0,0.364,1.31,0.526
1975,76,"Andrew Hooper, F",DEN,32,8.1,1.8,4,59,137,0.431,30,57.0,0.526,1.34,0.611
1976,77,"Leroy Nobles, G-F",IUPU,34,13.4,2.0,5,68,158,0.43,74,150.0,0.493,1.47,0.571
1977,78,"Ed Nixon, G",VCU,31,8.4,1.2,3,37,86,0.43,55,105.0,0.524,1.36,0.579
1978,79,"Jackson Emery, G",BYU,33,12.6,2.4,6,80,186,0.43,59,98.0,0.602,1.46,0.63
1979,80,"Candon Rusin, G",MRST,30,9.5,1.9,5,58,135,0.43,42,87.0,0.483,1.29,0.581
1980,81,"Clevin Hannah, G",WICH,31,12.1,2.0,5,61,142,0.43,54,111.0,0.486,1.49,0.575
1981,82,"C.J. McCollum, G",LEH,32,18.9,2.2,5,70,163,0.429,126,258.0,0.488,1.44,0.549
1982,83,"Robbie Harman, G",CMU,30,15.0,3.5,8,105,245,0.429,43,105.0,0.41,1.28,0.573
1983,84,"Ryan Anderson, G",NEB,31,11.3,1.7,4,54,126,0.429,63,132.0,0.477,1.36,0.558
1984,85,"Glen Dean, G",EWU,30,12.2,1.6,4,48,112,0.429,68,145.0,0.469,1.42,0.545
1985,86,"Scott Christopherson, G",ISU,32,7.9,1.4,3,45,105,0.429,42,100.0,0.42,1.23,0.534
1986,87,"Luke Babbitt, F",NEV,32,22.1,1.3,3,42,98,0.429,200,376.0,0.532,1.49,0.555
1987,88,"Brandon Rozzell, G",VCU,31,8.3,1.7,4,53,124,0.427,38,103.0,0.369,1.13,0.518
1988,89,"Rotnei Clarke, G",ARK,31,15.1,3.2,8,100,234,0.427,51,98.0,0.52,1.41,0.605
1989,90,"Geoff McCammon, G",L-IL,30,10.8,1.7,4,50,117,0.427,66,141.0,0.468,1.26,0.547
1990,91,"Walt Harris, G",SFA,30,11.3,1.6,4,47,110,0.427,66,168.0,0.393,1.22,0.491
1991,92,"Caden Dickerson, G",WKU,34,5.9,1.3,3,44,103,0.427,22,47.0,0.468,1.33,0.587
1992,93,"Isaac Sosa, G",UCF,32,10.3,2.3,5,73,171,0.427,41,99.0,0.414,1.22,0.557
1993,94,"Dee Brown, G",BGSU,30,10.6,1.2,3,35,82,0.427,83,182.0,0.456,1.21,0.513
1994,95,"Wesley Witherspoon, G-F",MEM,32,12.3,1.0,2,32,75,0.427,93,195.0,0.477,1.46,0.522
1995,96,"Quinn McDowell, G-F",W&M;,32,13.9,1.8,4,58,136,0.426,87,158.0,0.551,1.52,0.592
1996,97,"Brandyn Curry, G",HARV,28,7.3,1.0,2,29,68,0.426,36,65.0,0.554,1.53,0.598
1997,98,"Jason Clark, G",GTWN,33,10.6,2.0,5,66,155,0.426,52,94.0,0.553,1.4,0.606
1998,99,"Douglas Davis, G",PRIN,28,12.8,2.4,6,66,155,0.426,54,122.0,0.443,1.29,0.552
1999,100,"Nikola Koprivica, G",WSU,31,8.9,1.4,3,43,101,0.426,44,79.0,0.557,1.53,0.603
2000,1,"Mickey McConnell, G",SMC,31,13.7,2.2,4,67,130,0.515,78,152.0,0.513,1.51,0.633
2001,2,"Ricky Davison, G",UALR,28,5.8,1.3,3,36,70,0.514,13,48.0,0.271,1.37,0.568
