,RK,PLAYER,TEAM,GP,PPG,FGM,FGA,total_FGM,total_FGA,FG%,2PM,2PA,2P%,PPS,adj_FG%
1480,41,"Roy Hibbert, C",GTWN,32,13.6,5.3,8.8,170,283,0.601,167,280,0.596,1.54,0.606
1481,42,"Devon Clarke, F",IONA,32,10.0,3.5,5.8,111,185,0.6,108,178,0.607,1.73,0.608
1482,43,"Grant Suprenant, G",SFU,2,10.0,3.0,5.0,6,10,0.6,0,1,0.0,2.0,0.9
1483,44,"Richard Hendrix, F",ALA,32,17.8,7.2,12.0,229,383,0.598,227,376,0.604,1.48,0.601
1484,45,"Jerome Jordan, C",TLSA,33,10.1,4.0,6.7,132,221,0.597,132,221,0.597,1.51,0.597
1485,46,"Jeff Ayres, F",ASU,31,12.5,4.6,7.7,142,238,0.597,142,237,0.599,1.63,0.597
1486,47,"Othello Hunter, F",OSU,32,9.6,4.2,7.0,134,225,0.596,133,218,0.61,1.37,0.598
1487,48,"Mike Ringgold, F",RID,33,7.1,3.1,5.2,103,173,0.595,103,173,0.595,1.35,0.595
1488,49,"Donte Minter, F",APP,30,13.9,5.5,9.2,164,276,0.594,164,276,0.594,1.51,0.594
1489,50,"A.J. Ogilvy, C",VAN,33,17.0,5.9,9.9,194,327,0.593,194,325,0.597,1.71,0.593
1490,51,"Derrick Brown, F",XAV,33,10.7,3.9,6.5,128,216,0.593,119,189,0.63,1.64,0.613
1491,52,"Amadi McKenzie, F",TNTC,32,14.5,5.6,9.4,178,301,0.591,170,276,0.616,1.54,0.605
1492,53,"JJ Hickson, F-C",NCST,31,14.8,5.3,8.9,163,276,0.591,163,275,0.593,1.66,0.591
1493,54,"Justin Rutty, F",QUIN,28,7.4,3.3,5.6,92,156,0.59,92,156,0.59,1.33,0.59
1494,55,"Taj Gibson, F",USC,32,10.8,4.3,7.3,137,233,0.588,137,233,0.588,1.48,0.588
1495,56,"Nicchaeus Doaks, F",CHAT,31,14.1,5.3,9.0,164,279,0.588,146,229,0.638,1.57,0.62
1496,57,"Adnan Hodzic, F",LIP,31,8.9,3.7,6.3,114,194,0.588,114,194,0.588,1.42,0.588
1497,58,"Patrick Sullivan, C",SELA,30,10.0,4.0,6.9,121,206,0.587,121,206,0.587,1.46,0.587
1498,59,"Aron Baynes, C",WSU,32,10.2,3.7,6.3,118,201,0.587,118,200,0.59,1.62,0.587
1499,60,"Keith Spencer, F",UTSA,28,6.6,2.9,5.0,82,140,0.586,82,140,0.586,1.31,0.586
1500,61,"Kyle Landry, F",NAU,32,17.5,5.9,10.1,189,323,0.585,189,323,0.585,1.74,0.585
1501,62,"Marcus Skinner, F",MILW,26,7.5,3.2,5.5,84,144,0.583,83,143,0.58,1.35,0.587
1502,63,"John Bryant, C",SCU,31,18.0,6.9,11.8,214,367,0.583,214,366,0.585,1.52,0.583
1503,64,"Leo Lyons, F",MIZ,31,13.1,5.2,9.0,162,278,0.583,161,265,0.608,1.46,0.585
1504,65,"Gary Wilkinson, F",USU,34,13.4,5.0,8.6,169,291,0.581,160,259,0.618,1.56,0.596
1505,66,"Jason Hartford, F-C",COR,26,7.5,3.2,5.5,83,143,0.58,70,106,0.66,1.37,0.626
1506,67,"Pat Magnarelli, F",HARV,18,10.8,4.6,7.9,83,143,0.58,83,143,0.58,1.36,0.58
1507,68,"Joseph Harris, F",CCAR,8,8.3,3.6,6.3,29,50,0.58,29,49,0.592,1.32,0.58
1508,69,"Scott Morrison, C",PRST,31,10.6,3.9,6.7,121,209,0.579,121,209,0.579,1.58,0.579
1509,70,"Aleks Maric, C",NEB,31,15.9,5.8,10.1,181,313,0.578,180,308,0.584,1.57,0.58
1510,71,"Stuart Creason, C",CSU,20,12.2,4.9,8.4,97,168,0.577,97,168,0.577,1.45,0.577
1511,72,"Juwann James, F",JMU,30,12.8,5.1,8.9,153,266,0.575,151,262,0.576,1.44,0.579
1512,73,"Jabril Banks, F",UNCO,29,13.2,4.8,8.3,138,240,0.575,137,236,0.581,1.6,0.577
1513,74,"Desmond Yates, F",MTSU,32,16.0,6.3,10.9,200,348,0.575,180,309,0.583,1.47,0.603
1514,75,"Patrick Patterson, F",UK,25,16.4,6.5,11.3,162,282,0.574,162,279,0.581,1.46,0.574
1515,76,"Jeff Foote, C",COR,21,8.1,3.0,5.1,62,108,0.574,62,108,0.574,1.58,0.574
1516,77,"Stephen DuCharme, F",USU,33,9.3,3.7,6.4,121,211,0.573,120,198,0.606,1.46,0.576
1517,78,"Ola Atoyebi, F",ELON,33,12.1,4.9,8.5,161,281,0.573,161,280,0.575,1.42,0.573
1518,79,"Karl Anderson, F-C",QUIN,24,7.2,3.0,5.2,71,124,0.573,71,124,0.573,1.39,0.573
1519,80,"Shaun Pruitt, C",ILL,34,12.6,4.8,8.4,163,285,0.572,163,285,0.572,1.5,0.572
1520,81,"Jeremy Clayton, F",APP,31,8.7,3.5,6.1,108,189,0.571,108,184,0.587,1.43,0.571
1521,82,"Tim Clifford, C",HC,29,18.0,7.1,12.4,205,359,0.571,191,317,0.603,1.45,0.591
1522,83,"Thomas Sander, F",DAV,31,7.7,3.3,5.8,102,179,0.57,96,153,0.627,1.34,0.587
1523,84,"Ross Morin, F",YALE,26,10.2,3.8,6.6,98,172,0.57,93,157,0.592,1.53,0.584
1524,85,"Darren Fells, C",UCI,32,14.4,5.3,9.2,168,295,0.569,160,282,0.567,1.57,0.583
1525,86,"Lee Cummard, G",BYU,34,15.8,5.7,10.0,193,339,0.569,135,214,0.631,1.59,0.655
1526,87,"Spongy Benjamin, F-C",MRST,31,8.9,3.6,6.4,112,197,0.569,112,197,0.569,1.41,0.569
1527,88,"Joe Reitz, C",WMU,32,15.0,4.6,8.0,146,257,0.568,145,256,0.566,1.86,0.57
1528,89,"Manny Adako, F",NE,31,10.6,4.5,7.8,138,243,0.568,137,242,0.566,1.35,0.57
1529,90,"Geoff Payne, F",SUU,30,20.6,7.3,12.9,219,386,0.567,219,382,0.573,1.6,0.567
1530,91,"Davon Jefferson, F",USC,28,12.0,4.7,8.3,131,231,0.567,127,223,0.57,1.45,0.576
1531,92,"Shawn King, C",ORU,32,9.7,3.8,6.8,123,217,0.567,123,217,0.567,1.43,0.567
1532,93,"Will Bogan, C",SEMO,28,7.0,2.9,5.1,81,143,0.566,80,141,0.567,1.38,0.57
1533,94,"Brian Pfohl, F",MER,30,11.2,4.7,8.3,141,249,0.566,141,249,0.566,1.35,0.566
1534,95,"Bamba Fall, C",SMU,30,11.8,4.1,7.3,124,219,0.566,124,219,0.566,1.61,0.566
1535,96,"Alex Franklin, F",SIE,27,15.2,5.6,9.8,150,265,0.566,150,265,0.566,1.55,0.566
1536,97,"Ivan Elliott, F",UCSB,31,9.7,3.9,6.8,120,212,0.566,94,157,0.599,1.42,0.627
1537,98,"Anthony Vereen, F",UTA,32,13.6,4.3,7.7,139,246,0.565,131,219,0.598,1.76,0.581
1538,99,"Keith Wooden, F",UNT,28,8.5,3.6,6.3,100,177,0.565,100,175,0.571,1.35,0.565
1539,100,"Jason Johnson, F-C",SCST,28,11.4,4.5,7.9,125,222,0.563,125,221,0.566,1.44,0.563
1540,101,"Maarty Leunen, F",ORE,31,15.2,4.9,8.7,152,270,0.563,94,156,0.603,1.75,0.67
1541,102,"Dwayne Collins, F",MIA,32,8.9,3.7,6.6,118,210,0.562,118,210,0.562,1.36,0.562
1542,103,"Randal Falker, F",SIU,31,12.7,4.3,7.6,133,237,0.561,133,237,0.561,1.67,0.561
1543,104,"Reggie Huffman, F",UAB,32,7.2,3.2,5.7,102,182,0.56,102,182,0.56,1.27,0.56
1544,105,"Alex McLean, F",LIB,32,15.8,6.2,11.0,197,352,0.56,195,342,0.57,1.44,0.563
1545,106,"Blake Griffin, F",OKLA,31,15.0,5.6,10.0,174,311,0.559,174,309,0.563,1.49,0.559
1546,107,"Frank Elegar, C",DREX,31,14.0,4.7,8.4,146,261,0.559,146,261,0.559,1.66,0.559
1547,108,"Kendall Chones, F",COLG,32,12.0,4.7,8.4,151,270,0.559,149,263,0.567,1.42,0.563
1548,109,"Tyler Wilkerson, F",MRSH,30,9.2,3.5,6.2,104,186,0.559,100,169,0.592,1.48,0.57
1549,110,"Durell Vinson, F",WAG,31,13.6,6.2,11.0,191,342,0.558,191,342,0.558,1.23,0.558
1550,111,"Jason Thompson, F",RID,33,20.6,8.2,14.6,269,482,0.558,259,449,0.577,1.41,0.568
1551,112,"Matt Fields, F",GASO,32,9.6,3.9,7.0,125,224,0.558,125,220,0.568,1.38,0.558
1552,113,"Marcus Allen, F",JAC,30,13.6,5.2,9.3,155,278,0.558,142,241,0.589,1.46,0.581
1553,114,"Bill Amis, F",HAW,30,8.5,3.6,6.4,107,192,0.557,105,187,0.561,1.32,0.563
1554,115,"Raymar Morgan, F",MSU,33,14.5,5.3,9.6,176,316,0.557,167,284,0.588,1.52,0.571
1555,116,"Michael Nunnally, C",PAC,31,7.4,3.0,5.4,93,167,0.557,93,166,0.56,1.38,0.557
1556,117,"Kevin Love, C",UCLA,34,17.1,5.6,10.1,191,343,0.557,168,279,0.602,1.7,0.59
1557,118,"John Fields, F",ECU,29,9.6,3.4,6.1,98,176,0.557,98,176,0.557,1.58,0.557
1558,119,"Kyle Hines, F",UNCG,31,19.2,7.6,13.6,235,423,0.556,234,415,0.564,1.41,0.557
1559,120,"Lavoy Allen, F",TEM,33,8.0,3.4,6.1,111,200,0.555,111,197,0.563,1.32,0.555
1560,1,"Korvotney Barber, F",AUB,10,13.8,5.9,8.2,59,82,0.72,59,82,0.72,1.68,0.72
1561,2,"Kenny George, C",UNCA,27,12.4,5.4,7.8,145,210,0.69,145,210,0.69,1.6,0.69
1562,3,"Tony Easley, C",MURR,31,9.3,3.7,5.4,115,167,0.689,115,167,0.689,1.72,0.689
1563,4,"Anthony Slack, F",ILST,31,9.6,3.8,5.6,118,173,0.682,118,173,0.682,1.72,0.682
1564,5,"David Padgett, C",LOU,22,11.7,4.5,6.7,100,148,0.676,100,148,0.676,1.74,0.676
1565,6,"Vladimir Kuljanin, C",UNCW,33,12.8,5.7,8.5,188,282,0.667,188,282,0.667,1.49,0.667
1566,7,"Matt Nelson, F",BSU,32,15.6,6.1,9.4,195,300,0.65,195,299,0.652,1.67,0.65
1567,8,"Tai Wesley, F",USU,34,10.2,3.9,5.9,131,202,0.649,130,201,0.647,1.71,0.651
1568,9,"Dwayne Curtis, C",MISS,31,15.1,6.1,9.4,188,290,0.648,188,290,0.648,1.61,0.648
1569,10,"Theryn Hudson, C",MTSU,29,9.1,3.7,5.8,108,167,0.647,108,167,0.647,1.57,0.647
1570,11,"Ahmad Nivins, F",JOES,32,14.4,5.0,7.8,160,248,0.645,160,248,0.645,1.86,0.645
1571,12,"Arinze Onuaku, F",SYR,32,12.6,5.2,8.1,167,260,0.642,167,260,0.642,1.55,0.642
1572,13,"Lamar Sanders, F",LAM,30,11.7,4.8,7.5,145,226,0.642,140,206,0.68,1.55,0.653
1573,14,"Hatila Passos, C",NMSU,29,10.8,4.0,6.2,116,181,0.641,116,181,0.641,1.72,0.641
1574,15,"Will Thomas, F",GMU,33,15.8,6.0,9.4,198,310,0.639,197,309,0.638,1.68,0.64
1575,16,"Andrew Strait, F-C",MONT,30,13.3,5.5,8.7,166,260,0.638,164,257,0.638,1.53,0.642
1576,17,"Jermaine Griffin, F",UTA,32,12.1,5.0,7.8,160,251,0.637,160,250,0.64,1.54,0.637
1577,18,"Darnell Jackson, F",KU,34,11.6,4.5,7.1,152,240,0.633,150,234,0.641,1.65,0.638
1578,19,"Randall Hanke, F-C",PROV,29,8.7,3.7,5.8,107,169,0.633,107,169,0.633,1.49,0.633
1579,20,"Jon Avery, F",IUPU,33,10.7,4.5,7.2,149,236,0.631,148,233,0.635,1.5,0.633
1580,21,"Brandon Davis, F",USA,32,10.9,3.8,6.1,122,194,0.629,122,194,0.629,1.8,0.629
1581,22,"Marreese Speights, F-C",FLA,32,14.4,5.9,9.4,189,301,0.628,189,301,0.628,1.53,0.628
1582,23,"Matt Kyle, C",YALE,25,7.5,3.3,5.2,82,131,0.626,82,131,0.626,1.44,0.626
1583,24,"Benson Egemonye, C",NIAG,29,9.0,3.3,5.3,97,155,0.626,97,155,0.626,1.68,0.626
1584,25,"Jordan Hill, F",ARIZ,33,13.2,5.4,8.7,179,288,0.622,179,288,0.622,1.51,0.622
1585,26,"DeAndre Jordan, C",TAMU,33,8.2,3.3,5.4,110,177,0.621,110,177,0.621,1.54,0.621
1586,27,"Chief Kickingstallionsims, C",ALST,30,8.0,3.6,5.8,107,174,0.615,107,174,0.615,1.37,0.615
1587,28,"Billy White, F",SDSU,32,8.7,3.7,6.0,118,192,0.615,118,190,0.621,1.45,0.615
1588,29,"Haminn Quaintance, F",KENT,34,10.0,3.9,6.4,133,218,0.61,133,218,0.61,1.56,0.61
1589,30,"Noah Dahlman, F",WOF,30,7.8,3.1,5.0,92,151,0.609,92,151,0.609,1.54,0.609
1590,31,"Hasheem Thabeet, C",CONN,32,10.4,3.4,5.6,109,179,0.609,109,179,0.609,1.85,0.609
1591,32,"Corey Raji, F",BC,31,8.3,3.3,5.4,101,166,0.608,92,141,0.652,1.54,0.636
1592,33,"Leon Williams, F",OHIO,31,16.2,5.3,8.7,163,269,0.606,162,268,0.604,1.87,0.608
1593,34,"Chris Wright, F",DAY,13,10.4,4.0,6.6,52,86,0.605,51,81,0.63,1.57,0.61
1594,35,"D.J. White, F",IND,32,17.3,6.4,10.7,206,341,0.604,205,338,0.607,1.62,0.606
1595,36,"Darian Townes, F-C",ARK,33,11.9,4.8,7.9,157,260,0.604,157,260,0.604,1.51,0.604
1596,37,"Matt Howard, F",BUT,32,12.6,4.3,7.1,137,227,0.604,137,227,0.604,1.77,0.604
1597,38,"Jaraun Burrows, F",IPFW,31,13.9,5.0,8.3,155,257,0.603,152,250,0.608,1.68,0.609
1598,39,"Robinson Louisme, F-C",TULN,32,9.8,4.0,6.6,127,211,0.602,126,210,0.6,1.48,0.604
1599,40,"Jordan Pleiman, F",WRST,31,8.1,3.3,5.4,101,168,0.601,101,168,0.601,1.5,0.601
1600,41,"Korvotney Barber, F",AUB,10,13.8,5.9,8.2,59,82,0.72,59,82,0.72,1.68,0.72
1601,42,"Kenny George, C",UNCA,27,12.4,5.4,7.8,145,210,0.69,145,210,0.69,1.6,0.69
1602,43,"Tony Easley, C",MURR,31,9.3,3.7,5.4,115,167,0.689,115,167,0.689,1.72,0.689
1603,44,"Anthony Slack, F",ILST,31,9.6,3.8,5.6,118,173,0.682,118,173,0.682,1.72,0.682
1604,45,"David Padgett, C",LOU,22,11.7,4.5,6.7,100,148,0.676,100,148,0.676,1.74,0.676
1605,46,"Vladimir Kuljanin, C",UNCW,33,12.8,5.7,8.5,188,282,0.667,188,282,0.667,1.49,0.667
1606,47,"Matt Nelson, F",BSU,32,15.6,6.1,9.4,195,300,0.65,195,299,0.652,1.67,0.65
1607,48,"Tai Wesley, F",USU,34,10.2,3.9,5.9,131,202,0.649,130,201,0.647,1.71,0.651
1608,49,"Dwayne Curtis, C",MISS,31,15.1,6.1,9.4,188,290,0.648,188,290,0.648,1.61,0.648
1609,50,"Theryn Hudson, C",MTSU,29,9.1,3.7,5.8,108,167,0.647,108,167,0.647,1.57,0.647
1610,51,"Ahmad Nivins, F",JOES,32,14.4,5.0,7.8,160,248,0.645,160,248,0.645,1.86,0.645
1611,52,"Arinze Onuaku, F",SYR,32,12.6,5.2,8.1,167,260,0.642,167,260,0.642,1.55,0.642
1612,53,"Lamar Sanders, F",LAM,30,11.7,4.8,7.5,145,226,0.642,140,206,0.68,1.55,0.653
1613,54,"Hatila Passos, C",NMSU,29,10.8,4.0,6.2,116,181,0.641,116,181,0.641,1.72,0.641
1614,55,"Will Thomas, F",GMU,33,15.8,6.0,9.4,198,310,0.639,197,309,0.638,1.68,0.64
1615,56,"Andrew Strait, F-C",MONT,30,13.3,5.5,8.7,166,260,0.638,164,257,0.638,1.53,0.642
1616,57,"Jermaine Griffin, F",UTA,32,12.1,5.0,7.8,160,251,0.637,160,250,0.64,1.54,0.637
1617,58,"Darnell Jackson, F",KU,34,11.6,4.5,7.1,152,240,0.633,150,234,0.641,1.65,0.638
1618,59,"Randall Hanke, F-C",PROV,29,8.7,3.7,5.8,107,169,0.633,107,169,0.633,1.49,0.633
1619,60,"Jon Avery, F",IUPU,33,10.7,4.5,7.2,149,236,0.631,148,233,0.635,1.5,0.633
1620,61,"Brandon Davis, F",USA,32,10.9,3.8,6.1,122,194,0.629,122,194,0.629,1.8,0.629
1621,62,"Marreese Speights, F-C",FLA,32,14.4,5.9,9.4,189,301,0.628,189,301,0.628,1.53,0.628
1622,63,"Matt Kyle, C",YALE,25,7.5,3.3,5.2,82,131,0.626,82,131,0.626,1.44,0.626
1623,64,"Benson Egemonye, C",NIAG,29,9.0,3.3,5.3,97,155,0.626,97,155,0.626,1.68,0.626
1624,65,"Jordan Hill, F",ARIZ,33,13.2,5.4,8.7,179,288,0.622,179,288,0.622,1.51,0.622
1625,66,"DeAndre Jordan, C",TAMU,33,8.2,3.3,5.4,110,177,0.621,110,177,0.621,1.54,0.621
1626,67,"Chief Kickingstallionsims, C",ALST,30,8.0,3.6,5.8,107,174,0.615,107,174,0.615,1.37,0.615
1627,68,"Billy White, F",SDSU,32,8.7,3.7,6.0,118,192,0.615,118,190,0.621,1.45,0.615
1628,69,"Haminn Quaintance, F",KENT,34,10.0,3.9,6.4,133,218,0.61,133,218,0.61,1.56,0.61
1629,70,"Noah Dahlman, F",WOF,30,7.8,3.1,5.0,92,151,0.609,92,151,0.609,1.54,0.609
1630,71,"Hasheem Thabeet, C",CONN,32,10.4,3.4,5.6,109,179,0.609,109,179,0.609,1.85,0.609
1631,72,"Corey Raji, F",BC,31,8.3,3.3,5.4,101,166,0.608,92,141,0.652,1.54,0.636
1632,73,"Leon Williams, F",OHIO,31,16.2,5.3,8.7,163,269,0.606,162,268,0.604,1.87,0.608
1633,74,"Chris Wright, F",DAY,13,10.4,4.0,6.6,52,86,0.605,51,81,0.63,1.57,0.61
1634,75,"D.J. White, F",IND,32,17.3,6.4,10.7,206,341,0.604,205,338,0.607,1.62,0.606
1635,76,"Darian Townes, F-C",ARK,33,11.9,4.8,7.9,157,260,0.604,157,260,0.604,1.51,0.604
1636,77,"Matt Howard, F",BUT,32,12.6,4.3,7.1,137,227,0.604,137,227,0.604,1.77,0.604
1637,78,"Jaraun Burrows, F",IPFW,31,13.9,5.0,8.3,155,257,0.603,152,250,0.608,1.68,0.609
1638,79,"Robinson Louisme, F-C",TULN,32,9.8,4.0,6.6,127,211,0.602,126,210,0.6,1.48,0.604
1639,80,"Jordan Pleiman, F",WRST,31,8.1,3.3,5.4,101,168,0.601,101,168,0.601,1.5,0.601
1640,81,"Korvotney Barber, F",AUB,10,13.8,5.9,8.2,59,82,0.72,59,82,0.72,1.68,0.72
1641,82,"Kenny George, C",UNCA,27,12.4,5.4,7.8,145,210,0.69,145,210,0.69,1.6,0.69
1642,83,"Tony Easley, C",MURR,31,9.3,3.7,5.4,115,167,0.689,115,167,0.689,1.72,0.689
1643,84,"Anthony Slack, F",ILST,31,9.6,3.8,5.6,118,173,0.682,118,173,0.682,1.72,0.682
1644,85,"David Padgett, C",LOU,22,11.7,4.5,6.7,100,148,0.676,100,148,0.676,1.74,0.676
1645,86,"Vladimir Kuljanin, C",UNCW,33,12.8,5.7,8.5,188,282,0.667,188,282,0.667,1.49,0.667
1646,87,"Matt Nelson, F",BSU,32,15.6,6.1,9.4,195,300,0.65,195,299,0.652,1.67,0.65
1647,88,"Tai Wesley, F",USU,34,10.2,3.9,5.9,131,202,0.649,130,201,0.647,1.71,0.651
1648,89,"Dwayne Curtis, C",MISS,31,15.1,6.1,9.4,188,290,0.648,188,290,0.648,1.61,0.648
1649,90,"Theryn Hudson, C",MTSU,29,9.1,3.7,5.8,108,167,0.647,108,167,0.647,1.57,0.647
1650,91,"Ahmad Nivins, F",JOES,32,14.4,5.0,7.8,160,248,0.645,160,248,0.645,1.86,0.645
1651,92,"Arinze Onuaku, F",SYR,32,12.6,5.2,8.1,167,260,0.642,167,260,0.642,1.55,0.642
1652,93,"Lamar Sanders, F",LAM,30,11.7,4.8,7.5,145,226,0.642,140,206,0.68,1.55,0.653
1653,94,"Hatila Passos, C",NMSU,29,10.8,4.0,6.2,116,181,0.641,116,181,0.641,1.72,0.641
1654,95,"Will Thomas, F",GMU,33,15.8,6.0,9.4,198,310,0.639,197,309,0.638,1.68,0.64
1655,96,"Andrew Strait, F-C",MONT,30,13.3,5.5,8.7,166,260,0.638,164,257,0.638,1.53,0.642
1656,97,"Jermaine Griffin, F",UTA,32,12.1,5.0,7.8,160,251,0.637,160,250,0.64,1.54,0.637
1657,98,"Darnell Jackson, F",KU,34,11.6,4.5,7.1,152,240,0.633,150,234,0.641,1.65,0.638
1658,99,"Randall Hanke, F-C",PROV,29,8.7,3.7,5.8,107,169,0.633,107,169,0.633,1.49,0.633
1659,100,"Jon Avery, F",IUPU,33,10.7,4.5,7.2,149,236,0.631,148,233,0.635,1.5,0.633
1660,101,"Brandon Davis, F",USA,32,10.9,3.8,6.1,122,194,0.629,122,194,0.629,1.8,0.629
1661,102,"Marreese Speights, F-C",FLA,32,14.4,5.9,9.4,189,301,0.628,189,301,0.628,1.53,0.628
1662,103,"Matt Kyle, C",YALE,25,7.5,3.3,5.2,82,131,0.626,82,131,0.626,1.44,0.626
1663,104,"Benson Egemonye, C",NIAG,29,9.0,3.3,5.3,97,155,0.626,97,155,0.626,1.68,0.626
1664,105,"Jordan Hill, F",ARIZ,33,13.2,5.4,8.7,179,288,0.622,179,288,0.622,1.51,0.622
1665,106,"DeAndre Jordan, C",TAMU,33,8.2,3.3,5.4,110,177,0.621,110,177,0.621,1.54,0.621
1666,107,"Chief Kickingstallionsims, C",ALST,30,8.0,3.6,5.8,107,174,0.615,107,174,0.615,1.37,0.615
1667,108,"Billy White, F",SDSU,32,8.7,3.7,6.0,118,192,0.615,118,190,0.621,1.45,0.615
1668,109,"Haminn Quaintance, F",KENT,34,10.0,3.9,6.4,133,218,0.61,133,218,0.61,1.56,0.61
1669,110,"Noah Dahlman, F",WOF,30,7.8,3.1,5.0,92,151,0.609,92,151,0.609,1.54,0.609
1670,111,"Hasheem Thabeet, C",CONN,32,10.4,3.4,5.6,109,179,0.609,109,179,0.609,1.85,0.609
1671,112,"Corey Raji, F",BC,31,8.3,3.3,5.4,101,166,0.608,92,141,0.652,1.54,0.636
1672,113,"Leon Williams, F",OHIO,31,16.2,5.3,8.7,163,269,0.606,162,268,0.604,1.87,0.608
1673,114,"Chris Wright, F",DAY,13,10.4,4.0,6.6,52,86,0.605,51,81,0.63,1.57,0.61
1674,115,"D.J. White, F",IND,32,17.3,6.4,10.7,206,341,0.604,205,338,0.607,1.62,0.606
1675,116,"Darian Townes, F-C",ARK,33,11.9,4.8,7.9,157,260,0.604,157,260,0.604,1.51,0.604
1676,117,"Matt Howard, F",BUT,32,12.6,4.3,7.1,137,227,0.604,137,227,0.604,1.77,0.604
1677,118,"Jaraun Burrows, F",IPFW,31,13.9,5.0,8.3,155,257,0.603,152,250,0.608,1.68,0.609
1678,119,"Robinson Louisme, F-C",TULN,32,9.8,4.0,6.6,127,211,0.602,126,210,0.6,1.48,0.604
1679,120,"Jordan Pleiman, F",WRST,31,8.1,3.3,5.4,101,168,0.601,101,168,0.601,1.5,0.601
1680,1,"Shane Johannsen, F",NAU,27,9.9,4.1,5.7,112,154,0.727,112,154,0.727,1.73,0.727
1681,2,"Jon Avery, F",IUPU,29,9.2,3.9,5.8,114,168,0.679,114,168,0.679,1.59,0.679
1682,3,"Kurt Cunningham, C",BSU,31,9.7,4.0,5.9,123,183,0.672,123,182,0.676,1.64,0.672
1683,4,"Chinemelu Elonu, F-C",TAMU,32,10.1,3.9,5.8,124,186,0.667,124,186,0.667,1.73,0.667
1684,5,"Jeff Ayres, F",ASU,33,14.5,5.7,8.5,187,281,0.665,187,280,0.668,1.7,0.665
1685,6,"Randall Hanke, F-C",PROV,32,8.1,3.4,5.2,109,165,0.661,109,165,0.661,1.58,0.661
1686,7,"Arinze Onuaku, F",SYR,35,10.3,4.7,7.1,163,248,0.657,163,248,0.657,1.46,0.657
1687,8,"Demetrius Young, F",STON,27,9.1,3.7,5.7,100,155,0.645,91,140,0.65,1.59,0.674
1688,9,"Hasheem Thabeet, C",CONN,31,13.7,5.1,7.9,157,244,0.643,157,244,0.643,1.75,0.643
1689,10,"Kleon Penn, C",MCNS,29,8.4,3.4,5.3,99,154,0.643,99,153,0.647,1.59,0.643
1690,11,"Blake Griffin, F",OKLA,31,21.9,8.2,12.9,254,400,0.635,251,392,0.64,1.7,0.639
1691,12,"Byron Mullens, C",OSU,32,8.8,3.6,5.7,116,183,0.634,116,182,0.637,1.54,0.634
1692,13,"Cruz Daniels, C",HP,30,7.7,3.4,5.4,103,163,0.632,103,163,0.632,1.41,0.632
1693,14,"Jeremy Evans, F",WKU,32,8.7,3.6,5.7,115,182,0.632,115,181,0.635,1.52,0.632
1694,15,"Keith Benson, C",OAK,34,14.1,5.2,8.3,178,282,0.631,178,281,0.633,1.7,0.631
1695,16,"Carl Montgomery, F",CHS,32,11.0,4.2,6.7,135,214,0.631,135,214,0.631,1.65,0.631
1696,17,"Ryan Rossiter, F",SIE,32,10.0,3.6,5.8,116,184,0.63,116,183,0.634,1.74,0.63
1697,18,"Joey Henley, F",SHU,31,15.7,6.3,10.1,196,313,0.626,196,312,0.628,1.55,0.626
1698,19,"Rick Jackson, F",SYR,35,8.1,3.6,5.7,125,200,0.625,125,199,0.628,1.41,0.625
1699,20,"John Clifford, C",SUU,31,9.7,3.5,5.6,108,173,0.624,108,173,0.624,1.75,0.624
1700,21,"Jabril Banks, F",UNCO,32,12.1,4.2,6.7,134,215,0.623,130,205,0.634,1.8,0.633
1701,22,"Dexter Pittman, C",TEX,33,10.0,3.6,5.9,120,194,0.619,120,194,0.619,1.7,0.619
1702,23,"Dinma Odiakosa, F",ILST,33,8.6,3.5,5.6,114,185,0.616,114,185,0.616,1.54,0.616
1703,24,"Auryn MacMillan, C",WEBB,29,9.4,3.7,6.1,108,176,0.614,108,176,0.614,1.55,0.614
1704,25,"Ahmad Nivins, F",JOES,32,19.2,6.4,10.5,205,335,0.612,205,334,0.614,1.83,0.612
1705,26,"Ayron Hardy, F",JAC,30,10.2,4.1,6.7,123,201,0.612,108,167,0.647,1.52,0.649
1706,27,"Robert Glenn, F",IUPU,30,13.9,5.2,8.5,155,254,0.61,155,246,0.63,1.64,0.61
1707,28,"Luke Nevill, C",UTAH,33,16.9,5.9,9.8,196,323,0.607,196,323,0.607,1.73,0.607
1708,29,"Ousmane Cisse, C",EIU,30,8.0,3.1,5.2,94,155,0.606,94,155,0.606,1.55,0.606
1709,30,"Jason Johnson, F-C",SCST,31,13.8,5.0,8.2,154,254,0.606,154,253,0.609,1.69,0.606
1710,31,"Matt Mullery, F",BRWN,28,16.1,6.2,10.3,174,287,0.606,166,267,0.622,1.57,0.62
1711,32,"Thomas Coleman, F-C",NCAT,32,7.7,3.0,5.0,97,160,0.606,97,159,0.61,1.54,0.606
1712,33,"John Garcia, F-C",HALL,28,8.0,3.6,5.9,100,165,0.606,100,165,0.606,1.36,0.606
1713,34,"Patrick Patterson, F",UK,31,18.2,7.2,11.8,222,367,0.605,222,366,0.607,1.53,0.605
1714,35,"Justin Rutty, F",QUIN,30,14.8,6.5,10.7,194,321,0.604,194,321,0.604,1.39,0.604
1715,36,"Chief Kickingstallionsims, C",ALST,31,8.8,3.6,5.9,111,184,0.603,111,184,0.603,1.48,0.603
